Time,Pure Signal,Noisy Signal,Kalman Filter,Complementary Filter,Hybrid Filter,Moving Average Filter
1.825000,-0.809017,-0.624652,0.130938,0.042082,0.104281,-0.576698
1.830000,-0.844328,0.056460,0.130196,0.042801,0.103977,-0.538913
1.835000,-0.876307,-0.896133,0.119971,-0.004146,0.082736,-0.604481
1.840000,-0.904827,-0.701007,0.111792,-0.038989,0.066558,-0.712663
1.845000,-0.929776,-0.491414,0.105783,-0.061610,0.055565,-0.747018
1.850000,-0.951057,-0.999514,0.094771,-0.108506,0.033788,-0.953988
1.855000,-0.968583,-1.332378,0.080554,-0.169699,0.005478,-0.930592
1.860000,-0.982287,-0.865142,0.071134,-0.204471,-0.011548,-0.999801
1.865000,-0.992115,-1.392331,0.056556,-0.263864,-0.039570,-1.005251
1.870000,-0.998027,-0.732356,0.048697,-0.287289,-0.052099,-1.000114
1.875000,-1.000000,-1.185474,0.036404,-0.332198,-0.074177,-0.929102
1.880000,-0.998027,-0.529560,0.030766,-0.342066,-0.081084,-0.946292
1.885000,-0.992115,-0.963558,0.020862,-0.373141,-0.097339,-0.850165
1.890000,-0.982287,-0.835297,0.012335,-0.396249,-0.110240,-0.906247
1.895000,-0.968583,-0.985467,0.002396,-0.425709,-0.126035,-0.843694
1.900000,-0.951057,-0.719442,-0.004793,-0.440396,-0.135474,-0.857628
1.905000,-0.929776,-1.124928,-0.015949,-0.474623,-0.153551,-0.846147
1.910000,-0.904827,-0.747604,-0.023236,-0.488272,-0.162747,-0.892442
1.915000,-0.876307,-0.627100,-0.029250,-0.495213,-0.169039,-0.912336
1.920000,-0.844328,-0.883189,-0.037755,-0.514612,-0.180812,-0.958307
1.925000,-0.809017,-1.159365,-0.048925,-0.546850,-0.198302,-0.865346
1.930000,-0.770513,-1.124725,-0.059639,-0.575743,-0.214470,-0.866425
1.935000,-0.728969,-1.041235,-0.069414,-0.599018,-0.228295,-0.829350
1.940000,-0.684547,-0.474203,-0.073445,-0.592777,-0.229245,-0.725647
1.945000,-0.637424,-0.755162,-0.080234,-0.600896,-0.236433,-0.575770
1.950000,-0.587785,-0.367575,-0.083095,-0.589230,-0.234936,-0.535310
1.955000,-0.535827,-0.157267,-0.083834,-0.567632,-0.228973,-0.418354
1.960000,-0.481754,-0.110222,-0.084097,-0.544762,-0.222296,-0.327884
1.965000,-0.425779,-0.841508,-0.091639,-0.559599,-0.232027,-0.244636
1.970000,-0.368125,-0.222544,-0.092942,-0.542746,-0.227883,-0.210440
1.975000,-0.309017,0.159092,-0.090433,-0.507654,-0.215599,-0.230500
1.980000,-0.248690,-0.172428,-0.091249,-0.490893,-0.211142,-0.245414
1.985000,-0.187381,-0.128203,-0.091617,-0.472759,-0.205959,-0.106852
1.990000,-0.125333,-0.297686,-0.093669,-0.464005,-0.204770,-0.153294
1.995000,-0.062791,-0.214621,-0.094873,-0.451536,-0.201872,-0.196935
2.000000,-0.000000,0.128424,-0.092650,-0.422538,-0.191616,-0.168514
2.005000,0.062791,-0.547633,-0.097180,-0.428792,-0.196664,-0.127149
2.010000,0.125333,-0.146395,-0.097670,-0.414673,-0.192771,0.014915
2.015000,0.187381,0.026518,-0.096433,-0.392613,-0.185287,0.093011
2.020000,0.248690,0.161353,-0.093867,-0.364915,-0.175181,0.287392
2.025000,0.309017,0.696763,-0.085995,-0.311831,-0.153746,0.435777
2.030000,0.368125,0.332049,-0.081833,-0.279637,-0.141174,0.485812
2.035000,0.425779,1.489092,-0.066193,-0.191200,-0.103696,0.580631
2.040000,0.481754,0.491062,-0.060646,-0.157087,-0.089578,0.704047
2.045000,0.535827,0.203847,-0.058012,-0.139041,-0.082321,0.704428
2.050000,0.587785,0.690248,-0.050563,-0.097576,-0.064667,0.803096
2.055000,0.637424,1.025268,-0.039853,-0.041434,-0.040327,0.697442
2.060000,0.684547,0.699431,-0.032493,-0.004391,-0.024062,0.795565
2.065000,0.728969,1.022721,-0.021988,0.046965,-0.001302,0.846847
2.070000,0.770513,0.749519,-0.014308,0.082093,0.014612,0.883515
2.075000,0.809017,1.177918,-0.002439,0.136884,0.039358,0.815096
2.080000,0.844328,0.562821,0.003188,0.158181,0.049686,0.861449
2.085000,0.876307,0.946923,0.012583,0.197618,0.068093,0.813267
2.090000,0.904827,0.546337,0.017896,0.215054,0.077043,0.832586
2.095000,0.929776,1.023905,0.027911,0.255496,0.096186,0.805785
2.100000,0.951057,0.685447,0.034456,0.276994,0.107217,0.878201
2.105000,0.968583,0.884751,0.042920,0.307382,0.122259,0.856583
2.110000,0.982287,0.990311,0.052351,0.341528,0.139104,0.917204
2.115000,0.992115,1.069732,0.062478,0.377938,0.157116,0.970227
2.120000,0.998027,0.795596,0.069776,0.398821,0.168489,1.014415
2.125000,1.000000,0.970689,0.078744,0.427415,0.183345,1.118364
2.130000,0.998027,1.395063,0.091846,0.475797,0.207031,1.156873
2.135000,0.992115,0.994760,0.100834,0.501745,0.221107,1.237157
2.140000,0.982287,1.612399,0.115880,0.557278,0.248299,1.280505
2.145000,0.968583,1.259870,0.127267,0.592408,0.266809,1.253718
2.150000,0.951057,1.631724,0.142242,0.644373,0.292881,1.191045
2.155000,0.929776,1.099031,0.151765,0.667106,0.306368,1.176071
2.160000,0.904827,0.783176,0.158050,0.672910,0.312508,1.029641
2.165000,0.876307,0.956354,0.165996,0.687082,0.322322,0.980373
2.170000,0.844328,0.889942,0.173202,0.697225,0.330409,0.957036
2.175000,0.809017,0.587393,0.177324,0.691733,0.331647,0.856737
2.180000,0.770513,0.914993,0.184667,0.702896,0.340136,0.875767
2.185000,0.728969,1.468367,0.197444,0.741170,0.360561,0.820130
2.190000,0.684547,0.396935,0.199429,0.723958,0.356788,0.779687
2.195000,0.637424,0.916388,0.206565,0.733580,0.364670,0.760173
2.200000,0.587785,0.566895,0.210152,0.725245,0.364680,0.724736
2.205000,0.535827,0.606835,0.214100,0.719325,0.365667,0.624720
2.210000,0.481754,0.450796,0.216456,0.705898,0.363288,0.612331
2.215000,0.425779,0.666935,0.220939,0.703950,0.365843,0.529502
2.220000,0.368125,0.768254,0.226387,0.707165,0.370620,0.519031
2.225000,0.309017,0.310214,0.227221,0.687318,0.365250,0.511675
2.230000,0.248690,0.336584,0.228309,0.669781,0.360751,0.490517
2.235000,0.187381,0.493597,0.230950,0.660972,0.359956,0.477658
2.240000,0.125333,0.555342,0.234178,0.655690,0.360632,0.331530
2.245000,0.062791,0.302690,0.234860,0.638040,0.355814,0.318239
2.250000,0.000000,0.576922,0.238264,0.634985,0.357280,0.302076
2.255000,-0.062791,-0.254639,0.233359,0.590503,0.340502,0.234580
2.260000,-0.125333,0.217176,0.233198,0.571837,0.334790,0.131567
2.265000,-0.187381,0.223448,0.233101,0.554418,0.329496,0.101534
2.270000,-0.248690,0.021120,0.230991,0.527753,0.320020,0.052274
2.275000,-0.309017,-0.165745,0.227043,0.493078,0.306853,0.005996
2.280000,-0.368125,0.092458,0.225703,0.473047,0.299906,-0.080467
2.285000,-0.425779,0.232097,0.225767,0.460999,0.296337,-0.150006
2.290000,-0.481754,-0.578584,0.217762,0.409020,0.275139,-0.230873
2.295000,-0.535827,-0.388064,0.211732,0.369166,0.258963,-0.264684
2.300000,-0.587785,-0.263322,0.207005,0.337542,0.246166,-0.398543
2.305000,-0.637424,-0.544952,0.199521,0.293417,0.227690,-0.518046
2.310000,-0.684547,-0.402418,0.193531,0.258625,0.213059,-0.580209
2.315000,-0.728969,-0.844560,0.183200,0.203466,0.189279,-0.701122
2.320000,-0.770513,-0.604423,0.175361,0.163071,0.171674,-0.854249
2.325000,-0.809017,-1.013720,0.163528,0.104232,0.145739,-0.877923
2.330000,-0.844328,-1.234460,0.149615,0.037297,0.115920,-0.949193
2.335000,-0.876307,-1.335207,0.134838,-0.031328,0.084988,-1.042442
2.340000,-0.904827,-0.710669,0.126424,-0.065295,0.068908,-1.048789
2.345000,-0.929776,-0.901313,0.116196,-0.107096,0.049208,-1.024397
2.350000,-0.951057,-1.497304,0.100139,-0.176606,0.017115,-0.930137
2.355000,-0.968583,-0.648850,0.092685,-0.200219,0.004814,-0.908178
2.360000,-0.982287,-0.842974,0.083374,-0.232356,-0.011345,-0.943494
2.365000,-0.992115,-0.574643,0.076826,-0.249471,-0.021063,-0.944413
2.370000,-0.998027,-1.181491,0.064303,-0.296072,-0.043809,-0.878292
2.375000,-1.000000,-0.957882,0.054131,-0.329162,-0.060857,-0.871537
2.380000,-0.998027,-0.907746,0.044559,-0.358091,-0.076236,-0.900007
2.385000,-0.992115,-1.034457,0.033821,-0.391910,-0.093898,-0.947828
2.390000,-0.982287,-0.601564,0.027498,-0.402392,-0.101469,-0.893365
2.395000,-0.968583,-1.042263,0.016852,-0.434386,-0.118519,-0.849449
2.400000,-0.951057,-0.909391,0.007635,-0.458136,-0.132097,-0.852513
2.405000,-0.929776,-0.800251,-0.000405,-0.475242,-0.142856,-0.846614
2.410000,-0.904827,-0.650469,-0.006874,-0.484003,-0.150013,-0.788291
2.415000,-0.876307,-0.929196,-0.016052,-0.506263,-0.163116,-0.698939
2.420000,-0.844328,-0.993164,-0.025776,-0.530608,-0.177226,-0.682105
2.425000,-0.809017,-0.193301,-0.027443,-0.513743,-0.173333,-0.627739
2.430000,-0.770513,-0.416799,-0.031318,-0.508895,-0.174591,-0.641150
2.435000,-0.728969,-0.791556,-0.038883,-0.523028,-0.184127,-0.524143
2.440000,-0.684547,-0.419688,-0.042673,-0.517861,-0.185229,-0.418030
2.445000,-0.637424,-0.744349,-0.049655,-0.529186,-0.193514,-0.463198
2.450000,-0.587785,-0.110147,-0.050257,-0.508234,-0.187650,-0.426266
2.455000,-0.535827,-0.250371,-0.052248,-0.495341,-0.185176,-0.302951
2.460000,-0.481754,-0.509476,-0.056798,-0.496047,-0.188573,-0.703951
2.465000,-0.425779,-0.158278,-0.057808,-0.479159,-0.184213,-0.683525
2.470000,-0.368125,0.071651,-0.056520,-0.451618,-0.175049,-0.654847
2.475000,-0.309017,-3.226686,-0.088067,-0.590372,-0.238758,-0.679743
2.480000,-0.248690,-0.601371,-0.093175,-0.590922,-0.242499,-0.548435
2.485000,-0.187381,0.090599,-0.091346,-0.556846,-0.230996,-0.481357
2.490000,-0.125333,-0.424638,-0.094662,-0.550235,-0.231334,-0.398305
2.495000,-0.062791,0.409680,-0.089644,-0.502240,-0.213422,0.143574
2.500000,-0.000000,0.311268,-0.085654,-0.461564,-0.198427,0.207507
2.505000,0.062791,0.653011,-0.078304,-0.405835,-0.176563,0.268040
2.510000,0.125333,0.566471,-0.071888,-0.357220,-0.157487,0.372311
2.515000,0.187381,-0.153839,-0.072703,-0.347051,-0.155007,0.338069
2.520000,0.248690,0.514327,-0.066862,-0.303982,-0.137998,0.435703
2.525000,0.309017,0.305256,-0.063159,-0.273520,-0.126267,0.387273
2.530000,0.368125,0.169987,-0.060839,-0.251345,-0.117991,0.354893
2.535000,0.425779,0.994712,-0.050335,-0.189042,-0.091947,0.426503
2.540000,0.481754,0.313995,-0.046710,-0.163890,-0.081864,0.471922
2.545000,0.535827,0.339812,-0.042863,-0.138705,-0.071616,0.494717
2.550000,0.587785,0.347436,-0.038980,-0.114398,-0.061605,0.550743
2.555000,0.637424,0.832255,-0.030310,-0.067065,-0.041337,0.534906
2.560000,0.684547,0.464825,-0.025383,-0.040471,-0.029909,0.542707
2.565000,0.728969,0.562165,-0.019536,-0.010339,-0.016777,0.626208
2.570000,0.770513,0.883855,-0.010547,0.034371,0.002928,0.671683
2.575000,0.809017,0.368602,-0.006774,0.051082,0.010583,0.623414
2.580000,0.844328,0.924319,0.002491,0.094744,0.030167,0.671752
2.585000,0.876307,0.665764,0.009091,0.123295,0.043352,0.790554
2.590000,0.904827,0.494370,0.013920,0.141849,0.052299,0.840691
2.595000,0.929776,0.803190,0.021774,0.174916,0.067716,0.915176
2.600000,0.951057,1.393782,0.035426,0.235859,0.095556,0.975911
2.605000,0.968583,1.234810,0.047361,0.285807,0.118895,1.045702
2.610000,0.982287,0.889998,0.055746,0.316016,0.133827,1.063719
2.615000,0.992115,1.349465,0.068619,0.367689,0.158340,1.096328
2.620000,0.998027,1.154296,0.079422,0.407019,0.177701,0.996696
2.625000,1.000000,0.620495,0.084806,0.417693,0.184672,0.989449
2.630000,0.998027,1.031451,0.094226,0.448381,0.200472,1.068532
2.635000,0.992115,0.696354,0.100218,0.460779,0.208386,1.132280
2.640000,0.982287,1.184081,0.111003,0.496944,0.226785,1.142094
2.645000,0.968583,1.443582,0.124263,0.544276,0.250267,1.190996
2.650000,0.951057,1.795702,0.140895,0.606848,0.280681,1.188274
2.655000,0.929776,1.222991,0.151662,0.637655,0.297460,1.224530
2.660000,0.904827,0.962810,0.159734,0.653913,0.307987,1.150622
2.665000,0.876307,1.012401,0.168218,0.671837,0.319304,1.127925
2.670000,0.844328,0.950144,0.175999,0.685752,0.328925,1.071931
2.675000,0.809017,0.666724,0.180882,0.684801,0.332057,0.959634
2.680000,0.770513,1.284705,0.191865,0.714796,0.348745,0.961306
2.685000,0.728969,1.403744,0.203924,0.749243,0.367520,0.903562
2.690000,0.684547,0.436910,0.206243,0.733627,0.364458,0.819787
2.695000,0.637424,0.974517,0.213887,0.745671,0.373422,0.829779
2.700000,0.587785,0.608190,0.217811,0.738797,0.374107,0.698862
2.705000,0.535827,0.363719,0.219263,0.720043,0.369497,0.507120
2.710000,0.481754,0.736670,0.224411,0.720875,0.373350,0.454736
2.715000,0.425779,0.368286,0.225843,0.703245,0.369063,0.381158
2.720000,0.368125,0.061547,0.224208,0.671160,0.358294,0.408899
2.725000,0.309017,0.070223,0.222676,0.641113,0.348207,0.454604
2.730000,0.248690,0.459469,0.225032,0.632031,0.347132,0.323750
2.735000,0.187381,0.802379,0.230777,0.640549,0.353708,0.340078
2.740000,0.125333,0.683651,0.235283,0.642704,0.357509,0.346301
2.745000,0.062791,-0.179307,0.231158,0.601603,0.342291,0.451178
2.750000,0.000000,0.482583,0.233660,0.595652,0.342257,0.360371
2.755000,-0.062791,0.105107,0.232380,0.571125,0.334004,0.252392
2.760000,-0.125333,0.804367,0.238072,0.582787,0.341486,0.113529
2.765000,-0.187381,-0.176185,0.233950,0.544838,0.327216,0.077874
2.770000,-0.248690,0.046528,0.232085,0.519923,0.318436,0.004136
2.775000,-0.309017,-0.288388,0.226906,0.479507,0.302686,-0.165779
2.780000,-0.368125,-0.428892,0.220381,0.434087,0.284493,-0.334208
2.785000,-0.425779,-0.033582,0.217853,0.410704,0.275709,-0.390132
2.790000,-0.481754,-1.084299,0.204897,0.335954,0.244214,-0.514545
2.795000,-0.535827,-0.374636,0.199130,0.300424,0.229518,-0.472906
2.800000,-0.587785,-0.567654,0.191500,0.257020,0.211156,-0.487824
2.805000,-0.637424,-0.824367,0.181392,0.202951,0.187860,-0.594895
2.810000,-0.684547,0.003084,0.179618,0.192958,0.183620,-0.476765
2.815000,-0.728969,-0.533311,0.172524,0.156644,0.167760,-0.518816
2.820000,-0.770513,-0.783083,0.163015,0.109658,0.147008,-0.553518
2.825000,-0.809017,-0.257386,0.158832,0.091306,0.138574,-0.554212
2.830000,-0.844328,-0.668996,0.150595,0.053291,0.121404,-0.673668
2.835000,-0.876307,-0.810568,0.141031,0.010098,0.101751,-0.661033
2.840000,-0.904827,-0.829225,0.131376,-0.031868,0.082403,-0.697311
2.845000,-0.929776,-0.833108,0.121780,-0.071930,0.063667,-0.757794
2.850000,-0.951057,-0.444863,0.116141,-0.090577,0.054126,-0.890593
2.855000,-0.968583,-1.037030,0.104667,-0.137900,0.031897,-0.915515
2.860000,-0.982287,-0.680766,0.096851,-0.165043,0.018283,-0.938607
2.865000,-0.992115,-1.598591,0.079981,-0.236720,-0.015029,-0.990099
2.870000,-0.998027,-0.985019,0.069384,-0.274135,-0.033672,-1.002824
2.875000,-1.000000,-0.990871,0.058834,-0.309972,-0.051808,-1.006582
2.880000,-0.998027,-1.193555,0.046373,-0.354151,-0.073785,-1.033338
2.885000,-0.992115,-0.533939,0.040598,-0.363141,-0.080523,-0.911867
2.890000,-0.982287,-1.063336,0.029614,-0.398150,-0.098715,-0.912664
2.895000,-0.968583,-0.868052,0.020682,-0.421646,-0.112016,-0.882075
2.900000,-0.951057,-0.748297,0.013030,-0.437978,-0.122272,-0.867884
2.905000,-0.929776,-0.990594,0.003044,-0.465609,-0.137552,-0.890090
2.910000,-0.904827,-0.776750,-0.004715,-0.481166,-0.147651,-0.811541
2.915000,-0.876307,-1.094221,-0.015556,-0.511819,-0.164435,-0.779276
2.920000,-0.844328,-0.689379,-0.022261,-0.520697,-0.171792,-0.731348
2.925000,-0.809017,-0.513490,-0.027149,-0.520336,-0.175105,-0.455613
2.930000,-0.770513,-0.642202,-0.033269,-0.526430,-0.181217,-0.472879
2.935000,-0.728969,-0.412801,-0.037045,-0.520748,-0.182156,-0.376972
2.940000,-0.684547,0.939551,-0.027328,-0.447733,-0.153449,-0.384788
2.945000,-0.637424,-0.897611,-0.035987,-0.470227,-0.166259,-0.288494
2.950000,-0.587785,-0.422874,-0.039837,-0.467859,-0.168244,-0.283865
2.955000,-0.535827,-0.744086,-0.046844,-0.481671,-0.177292,-0.233765
2.960000,-0.481754,0.160562,-0.044781,-0.449559,-0.166214,-0.376740
2.965000,-0.425779,-0.609798,-0.050403,-0.457571,-0.172553,-0.251408
2.970000,-0.368125,-0.062099,-0.050519,-0.437798,-0.166703,-0.209159
2.975000,-0.309017,-0.061277,-0.050626,-0.418971,-0.161130,-0.129420
2.980000,-0.248690,-0.020281,-0.050324,-0.399037,-0.154938,-0.125178
2.985000,-0.187381,-0.127133,-0.051089,-0.385442,-0.151395,0.000713
2.990000,-0.125333,-0.185918,-0.052430,-0.375466,-0.149341,-0.009710
2.995000,-0.062791,0.190260,-0.050015,-0.347179,-0.139165,0.028701
3.000000,-0.000000,0.271438,-0.046817,-0.316248,-0.127646,0.110444
3.005000,0.062791,-0.135057,-0.047695,-0.307189,-0.125543,0.145103
3.010000,0.125333,0.207596,-0.045155,-0.281450,-0.116043,0.344466
3.015000,0.187381,0.551920,-0.039214,-0.239781,-0.099384,0.373875
3.020000,0.248690,0.115482,-0.037674,-0.222018,-0.092977,0.384585
3.025000,0.309017,1.209622,-0.025263,-0.150436,-0.062815,0.502720
3.030000,0.368125,0.396123,-0.021071,-0.123108,-0.051682,0.564289
3.035000,0.425779,0.346411,-0.017414,-0.099632,-0.042079,0.552365
3.040000,0.481754,0.691885,-0.010356,-0.060056,-0.025266,0.647041
3.045000,0.535827,0.638579,-0.003899,-0.025124,-0.010267,0.632798
3.050000,0.587785,0.468453,0.000801,-0.000446,0.000427,0.693563
3.055000,0.637424,0.778211,0.008536,0.038487,0.017522,0.751773
3.060000,0.684547,1.109922,0.019495,0.092059,0.041264,0.824674
3.065000,0.728969,0.821481,0.027475,0.128530,0.057792,0.880103
3.070000,0.770513,0.753880,0.034703,0.159798,0.072231,0.961131
3.075000,0.809017,1.202191,0.046320,0.211917,0.095999,0.984033
3.080000,0.844328,1.026584,0.056074,0.252651,0.115047,0.966740
3.085000,0.876307,1.035647,0.065821,0.291800,0.133615,0.961790
3.090000,0.904827,0.938530,0.074504,0.324137,0.149394,0.992660
3.095000,0.929776,0.988870,0.083602,0.357374,0.165734,1.022019
3.100000,0.951057,0.786826,0.090600,0.378846,0.177074,0.985113
3.105000,0.968583,0.969976,0.099350,0.408403,0.192065,1.079607
3.110000,0.982287,1.407704,0.112368,0.458368,0.216168,1.108765
3.115000,0.992115,0.768239,0.118894,0.473861,0.225384,1.076380
3.120000,0.998027,1.697104,0.134597,0.535023,0.254725,1.085850
3.125000,1.000000,1.142635,0.144628,0.565404,0.270861,1.118971
3.130000,0.998027,0.762173,0.150772,0.575242,0.278113,1.083562
3.135000,0.992115,0.853116,0.157761,0.589136,0.287173,1.051456
3.140000,0.982287,1.201827,0.168149,0.619771,0.303636,0.920748
3.145000,0.968583,1.159838,0.178017,0.646774,0.318644,0.883347
3.150000,0.951057,0.543496,0.181654,0.641610,0.319641,0.900071
3.155000,0.929776,0.782149,0.187629,0.648637,0.325931,0.932130
3.160000,0.904827,0.880828,0.194526,0.660247,0.334242,0.880294
3.165000,0.876307,0.879240,0.201339,0.671196,0.342296,0.832394
3.170000,0.844328,1.077535,0.210057,0.691513,0.354494,0.904203
3.175000,0.809017,0.838973,0.216315,0.698886,0.361087,0.868888
3.180000,0.770513,0.824536,0.222367,0.705169,0.367208,0.956776
3.185000,0.728969,1.046162,0.230564,0.722218,0.378060,0.903833
3.190000,0.684547,0.534942,0.233593,0.712855,0.377371,0.825590
3.195000,0.637424,1.496043,0.246154,0.752014,0.397912,0.762802
3.200000,0.587785,0.508641,0.248766,0.739845,0.396090,0.682295
3.205000,0.535827,0.529832,0.251563,0.729345,0.394897,0.631624
3.210000,0.481754,0.399456,0.253034,0.712850,0.390979,0.629665
3.215000,0.425779,0.260987,0.253113,0.690257,0.384256,0.474143
3.220000,0.368125,0.691464,0.257475,0.690317,0.387328,0.464194
3.225000,0.309017,0.521231,0.260099,0.681863,0.386629,0.390979
3.230000,0.248690,0.407389,0.261565,0.668139,0.383537,0.404481
3.235000,0.187381,0.438996,0.263331,0.656682,0.381336,0.381227
3.240000,0.125333,0.017328,0.260883,0.624715,0.370032,0.248845
3.245000,0.062791,0.493974,0.263202,0.618177,0.369695,0.213666
3.250000,-0.000000,0.098208,0.261560,0.592179,0.360746,0.139356
3.255000,-0.062791,-0.235214,0.256617,0.550809,0.344875,0.067429
3.260000,-0.125333,0.274980,0.256800,0.537018,0.340865,0.035958
3.265000,-0.187381,-0.112779,0.253123,0.504528,0.328544,-0.084493
3.270000,-0.248690,-0.064494,0.249962,0.476077,0.317797,-0.139406
3.275000,-0.309017,-0.202967,0.245456,0.442125,0.304456,-0.175517
3.280000,-0.368125,-0.349185,0.239539,0.402559,0.288445,-0.221064
3.285000,-0.425779,-0.286181,0.234308,0.368122,0.274452,-0.248971
3.290000,-0.481754,-0.487992,0.227121,0.325317,0.256580,-0.360350
3.295000,-0.535827,-0.043850,0.224425,0.306858,0.249155,-0.413936
3.300000,-0.587785,-0.308129,0.219126,0.276109,0.236221,-0.408780
3.305000,-0.637424,-0.844147,0.208546,0.220096,0.212011,-0.498053
3.310000,-0.684547,-0.578068,0.200719,0.180188,0.194560,-0.534314
3.315000,-0.728969,-0.313095,0.195606,0.155524,0.183582,-0.656865
3.320000,-0.770513,-0.911088,0.184595,0.102193,0.159874,-0.668043
3.325000,-0.809017,-0.741818,0.175377,0.059993,0.140761,-0.649060
3.330000,-0.844328,-0.901709,0.164660,0.011907,0.118834,-0.677719
3.335000,-0.876307,-0.386378,0.159177,-0.008007,0.109022,-0.724615
3.340000,-0.904827,-0.711263,0.150516,-0.043170,0.092410,-0.698361
3.345000,-0.929776,-0.778680,0.141270,-0.079945,0.074905,-0.713191
3.350000,-0.951057,-0.641373,0.133483,-0.108016,0.061033,-0.720704
3.355000,-0.968583,-0.727306,0.124918,-0.138981,0.045748,-0.773344
3.360000,-0.982287,-0.845629,0.115261,-0.174313,0.028388,-0.828398
3.365000,-0.992115,-0.954299,0.104618,-0.213313,0.009239,-0.868809
3.370000,-0.998027,-0.754862,0.096066,-0.240390,-0.004871,-0.890466
3.375000,-1.000000,-1.096635,0.084199,-0.283202,-0.026022,-0.914791
3.380000,-0.998027,-1.061558,0.072798,-0.322120,-0.045677,-1.049770
3.385000,-0.992115,-0.792975,0.064184,-0.345663,-0.058770,-0.963160
3.390000,-0.982287,-0.897579,0.054614,-0.373259,-0.073748,-0.990450
3.395000,-0.968583,-1.790480,0.036255,-0.444120,-0.107857,-0.932008
3.400000,-0.951057,-0.348031,0.032431,-0.439315,-0.109093,-0.946474
3.405000,-0.929776,-0.945895,0.022697,-0.464644,-0.123506,-0.968589
3.410000,-0.904827,-0.687534,0.015630,-0.475789,-0.131796,-0.980411
3.415000,-0.876307,-1.162824,0.003904,-0.510141,-0.150309,-0.826280
3.420000,-0.844328,-0.947778,-0.005565,-0.532022,-0.163502,-0.838096
3.425000,-0.809017,-0.980334,-0.015264,-0.554438,-0.177016,-0.771702
3.430000,-0.770513,-0.711562,-0.022193,-0.562294,-0.184223,-0.771202
3.435000,-0.728969,-0.430746,-0.026258,-0.555717,-0.185095,-0.691701
3.440000,-0.684547,-0.481138,-0.030784,-0.551988,-0.187145,-0.603805
3.445000,-0.637424,-0.684034,-0.037284,-0.558590,-0.193676,-0.483933
3.450000,-0.587785,-0.606318,-0.042946,-0.560977,-0.198355,-0.419769
3.455000,-0.535827,-0.332507,-0.045827,-0.549553,-0.196945,-0.395007
3.460000,-0.481754,-0.141226,-0.046776,-0.529137,-0.191484,-0.366564
3.465000,-0.425779,-0.262417,-0.048922,-0.515801,-0.188985,-0.282905
3.470000,-0.368125,-0.257409,-0.050996,-0.502881,-0.186562,-0.150226
3.475000,-0.309017,-0.282035,-0.053295,-0.491839,-0.184858,-0.057490
3.480000,-0.248690,-0.098421,-0.053744,-0.472168,-0.179271,-0.081022
3.485000,-0.187381,0.322433,-0.050001,-0.432438,-0.164732,-0.039096
3.490000,-0.125333,0.316643,-0.046353,-0.394984,-0.150942,0.015486
3.495000,-0.062791,-0.305946,-0.048936,-0.390532,-0.151415,0.093952
3.500000,-0.000000,0.031065,-0.048140,-0.369452,-0.144534,0.155184
3.505000,0.062791,0.124661,-0.046421,-0.344746,-0.135918,0.208967
3.510000,0.125333,0.267227,-0.043300,-0.314148,-0.124554,0.187423
3.515000,0.187381,0.330203,-0.039583,-0.281930,-0.112287,0.362408
3.520000,0.248690,0.698915,-0.032235,-0.232888,-0.092431,0.387617
3.525000,0.309017,0.165833,-0.030264,-0.212952,-0.085071,0.372099
3.530000,0.368125,0.918955,-0.020820,-0.156357,-0.061481,0.427283
3.535000,0.425779,0.207527,-0.018547,-0.138162,-0.054432,0.519573
3.540000,0.481754,0.016033,-0.018203,-0.130453,-0.051878,0.558631
3.545000,0.535827,0.653517,-0.011520,-0.091254,-0.035440,0.672632
3.550000,0.587785,0.976230,-0.001691,-0.037880,-0.012548,0.698498
3.555000,0.637424,0.972319,0.008000,0.012630,0.009389,0.744425
3.560000,0.684547,0.963844,0.017511,0.060191,0.030315,0.869481
3.565000,0.728969,1.100013,0.028282,0.112182,0.053452,0.916569
3.570000,0.770513,0.529019,0.033264,0.133024,0.063192,1.011045
3.575000,0.809017,0.891427,0.041803,0.170944,0.080545,0.994623
3.580000,0.844328,0.983129,0.051170,0.211553,0.099285,1.049185
3.585000,0.876307,1.637565,0.066954,0.282854,0.131724,1.002955
3.590000,0.904827,0.857367,0.074819,0.311579,0.145847,1.112754
3.595000,0.929776,1.345775,0.087465,0.363289,0.170212,1.068702
3.600000,0.951057,0.776400,0.094320,0.383945,0.181208,1.061229
3.605000,0.968583,1.297616,0.106293,0.429628,0.203294,1.034546
3.610000,0.982287,0.583063,0.111037,0.437300,0.208916,1.116315
3.615000,0.992115,0.930817,0.119194,0.461976,0.222029,1.079322
3.620000,0.998027,1.450782,0.132444,0.511416,0.246135,1.062997
3.625000,1.000000,1.429752,0.145352,0.557333,0.268946,1.014463
3.630000,0.998027,1.086823,0.154720,0.583808,0.283446,1.065280
3.635000,0.992115,0.662122,0.159768,0.587723,0.288155,1.049796
3.640000,0.982287,0.957883,0.167710,0.606231,0.299266,1.092964
3.645000,0.968583,0.938783,0.175382,0.622859,0.309625,1.108275
3.650000,0.951057,0.822425,0.181820,0.632837,0.317125,1.068970
3.655000,0.929776,1.752961,0.197453,0.688843,0.344870,1.101048
3.660000,0.904827,1.536930,0.210781,0.731248,0.366921,1.041410
3.665000,0.876307,0.811687,0.216760,0.735270,0.372313,1.073544
3.670000,0.844328,0.886666,0.223426,0.742839,0.379250,1.122207
